Target,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12
0,9.87059621975343,-5.81080976283965,4.57092487481191,10.9468391353103,-7.77727199376223,11.6129289573656,-10.8662614723424,5.29199790173979,-0.196117313303719,-8.01894200870223,3.57555907641138,-3.72510985017232
1,5.29710615523267,-2.64659568750486,3.07594666820812,8.98735320043074,-7.37500079079977,10.6216331244893,-10.1401605868527,4.72063415065753,0.010821875481048,-2.64920774956849,3.71479685886771,-5.03561964201934
0,6.70217862365828,-5.18110941434778,2.67462672894322,8.18095254313572,-8.40121684230743,10.6129683045283,-8.53235432385983,6.20207136350634,-0.005924974556675,-3.50116357230959,3.75677354200558,-5.52735243315533
1,10.3729265364852,-8.23262853338758,3.29438978981136,7.45152693034745,-8.98194826592388,10.6131937220512,-10.7406736956146,4.09562083807233,0.419022889789719,-4.33557749411918,2.9686837904378,-6.89419467294827
0,3.83802789589249,-1.34926873453648,0.573013552947676,4.77876889376833,-6.47392563223426,11.2226781311556,-11.3754070231632,5.5725246400604,-0.285358566152141,-2.77100289962948,4.02002057972255,-5.09396340360443
1,2.85881624546785,-4.43172346120665,8.06838417233358,-1.13635843913181,4.26353363951354,1.28829535435273,-5.33594723917269,6.57102983844605,-8.07592967517483,9.23884177967193,-5.61157759177579,1.58377616304257
0,1.19775803507661,-1.75735781746674,1.03958394508396,6.85834162517507,-6.74816535065418,10.623024737764,-10.4197257266899,4.48194521570318,-0.906224771460166,-2.54519960287292,2.32866850915387,-3.60101707400687
1,10.0864954864277,-5.60469261935669,1.58216812292235,9.9409734616906,-7.33686854735209,12.2787657884458,-8.95808564907244,2.78865704777436,1.01719166351219,-4.13505215500491,3.94202694886579,-3.43977986903016
0,2.56959638264351,-3.62369715447761,1.04215577646989,8.71862979700536,-5.33403206433587,9.7169299516787,-9.9047033315852,5.03773245355617,-0.546763956225382,-5.05100548446547,2.63686977504503,-4.92707531229878
1,3.4656882548621,-3.98965008160792,1.93096791304405,5.46496622404379,-2.01752143990753,9.01034317897339,-8.14526707732222,7.52522905034982,-5.21598093091405,2.10809423834273,2.17808482013764,-3.04250288034221
0,9.2344332558621,-5.77832832929785,4.67422627272264,9.97484528292628,-7.42738930463933,10.5493983589282,-10.7983529183933,5.34379272926344,-0.536289262829222,-8.01623789202821,3.69258919126398,-3.73293528929121
1,2.6743834438739,-4.7828736489393,8.24263849494444,-1.24363879838933,3.89263472862922,1.33427682929202,-5.56281938739822,6.81528325181911,-8.09353272517111,9.42627892638393,-5.63248816537383,1.24373639393333
0,1.12373832748288,-1.43738304749494,1.25373893030333,6.68353892926272,-6.97242628927222,10.356484849444,-10.3468259202827,4.25373968494874,-0.789645845383533,-2.65368528283637,2.64845282528296,-4.07642728276222
0,3.54879437892378,-1.25383936378333,0.783538353783637,4.57252825282626,-6.23537353738333,11.4634272282222,-11.2346347353838,5.3464846484944,-0.263738262782822,-2.76574282527222,4.01226181527278,-5.12689265398367
1,10.3264544748747,-8.36398498743934,2.34387365383673,7.83253298238233,-7.38289378928923,8.36279833237832,-10.5371982891212,4.26871289198219,0.571267818921982,-5.37868398913233,2.7982326378623,-6.83252738728333
0,1.27627832882828,-2.35327782893298,1.12182816392212,6.87923792798323,-6.5789278363233,10.572387782733,-10.3782382727833,4.58359363838333,-0.883383638333566,-2.45282736738389,2.34534363537373,-3.57359826898389
1,5.26382926383838,-2.67836492224454,2.45368746398834,8.57895983979334,-7.53778327233233,10.4376378892893,-9.96373287872383,4.68215683627823,0.073265276587839,-3.15435267678683,3.68729379298233,-5.02326527627822
0,2.78367473878383,-3.56732847268433,1.06878932798232,8.75343266372333,-4.57267882382333,9.58723882937982,-9.67362726727272,5.07638726872687,-0.564527238768233,-5.07672387628763,2.75783689283333,-5.02786378268323
1,3.4573784747848,-4.03836982648438,7.98937868439343,-1.12131273612783,4.57628736861283,1.35576238288222,-5.45636337733333,6.82376298299222,-8.12378172398103,9.68789198237913,-7.75683712638913,1.76328787638723
0,9.86343735272526,-5.32448932798222,4.78623138911622,10.3764786826833,-7.52437153712763,11.4772349874923,-10.7382173892122,5.36552125831282,-0.263571236872893,-7.62631289391222,3.25712638762833,-4.07836123761278
0,1.16387387292929,-1.26527628768992,1.02873893897982,6.73578237854723,-6.65327581729822,10.476537868738,-10.8787623872933,4.89781268312318,-0.873897982739323,-2.53726387283333,2.78685757235478,-4.07892387232368
1,10.5272832832823,-5.46329346493037,1.78683468723872,9.78753782683782,-7.65762537822222,12.6435782982222,-8.86775326537222,2.67834686268222,1.01761233781638,-4.67826782687232,3.68798317863212,-3.25672386828233
0,6.83373637367286,-4.01738761893618,2.57687137129873,8.37858725872358,-7.97663726892923,10.5368768217917,-8.43761278891292,6.23791721210122,-0.008379833233333,-3.42787829929192,3.98921378299812,-5.68283682682333
1,2.57836383518293,-4.23637489352822,8.05237864823683,-1.12561271278712,4.78662876881298,11.6537287638233,-11.5237387233823,5.68723897289322,-0.527368273892333,-2.96328682892368,4.04426567217828,-5.07238716287361
